Transaction Amount,Transaction Country,Transaction Currency,Transaction Time,Transaction Day,Card Issuer,Card Type,Online Purchase,First Purchase,Customer Age,Account Age,Fraudulent
4898,Other,GBP,6,Weekend,Amex,Debit,1,0,53,6,0
5038,US,GBP,10,Weekday,MasterCard,Debit,1,0,70,11,0
7428,US,AUD,23,Weekday,Amex,Debit,0,0,64,4,0
8606,UK,GBP,11,Weekday,Discover,Credit,0,0,48,12,0
2015,US,AUD,8,Weekend,Discover,Credit,0,0,63,5,0
1382,Other,USD,0,Weekend,MasterCard,Credit,1,0,46,2,0
1099,UK,AUD,3,Weekday,Amex,Debit,1,1,48,2,0
3427,AU,GBP,1,Weekend,Discover,Credit,1,1,26,2,1
3656,AU,USD,1,Weekday,Discover,Debit,1,0,65,0,0
7939,UK,CAD,16,Weekend,Visa,Debit,0,1,18,2,0
9102,UK,USD,20,Weekday,Visa,Credit,0,0,20,3,0
188,UK,CAD,1,Weekday,MasterCard,Credit,1,0,21,5,0
5410,CA,AUD,3,Weekday,Visa,Debit,1,0,36,10,0
2093,Other,USD,10,Weekend,Amex,Debit,0,0,58,3,0
2131,Other,USD,18,Weekend,Visa,Credit,0,0,39,2,0
5243,AU,USD,23,Weekend,Discover,Credit,1,0,68,7,0
8550,AU,AUD,12,Weekday,MasterCard,Debit,1,0,25,4,0
5648,AU,GBP,21,Weekend,Visa,Debit,1,0,42,2,0
5186,US,AUD,20,Weekday,MasterCard,Credit,1,1,21,3,1
5777,AU,USD,17,Weekend,Amex,Debit,0,0,62,3,0
7914,UK,GBP,18,Weekday,Amex,Credit,1,0,70,11,0
7548,AU,USD,23,Weekday,Visa,Credit,0,1,68,2,0
7824,UK,USD,14,Weekday,Visa,Debit,1,0,31,8,0
7356,CA,CAD,11,Weekday,Visa,Debit,1,0,22,3,0
6466,US,USD,10,Weekend,Discover,Credit,1,0,67,7,0
1498,US,AUD,22,Weekday,Amex,Debit,0,0,67,8,0
2556,Other,AUD,0,Weekend,Discover,Credit,1,0,46,6,0
5410,CA,AUD,15,Weekday,Visa,Debit,0,0,38,2,0
2952,UK,GBP,12,Weekday,Amex,Debit,0,1,32,0,0
1239,CA,CAD,5,Weekday,Discover,Debit,0,0,40,8,0
9166,US,CAD,22,Weekend,Discover,Debit,1,0,34,3,0
4728,UK,USD,5,Weekday,MasterCard,Credit,0,1,20,2,0
3966,CA,USD,9,Weekday,Discover,Credit,0,0,50,11,0
5687,US,CAD,1,Weekday,Visa,Credit,0,0,67,6,0
9243,UK,GBP,2,Weekday,Visa,Debit,0,1,44,12,0
3702,UK,AUD,5,Weekend,Discover,Credit,1,0,33,9,0
2781,US,USD,15,Weekday,MasterCard,Debit,1,0,23,8,0
7399,UK,CAD,5,Weekday,MasterCard,Debit,1,0,58,6,0
1589,US,GBP,23,Weekday,MasterCard,Credit,1,0,27,10,0
2369,AU,AUD,12,Weekend,Discover,Credit,1,0,46,8,0
5790,AU,USD,3,Weekend,Discover,Debit,1,0,34,6,0
437,UK,AUD,14,Weekday,MasterCard,Debit,1,0,56,10,0
2829,UK,AUD,5,Weekend,Discover,Debit,0,0,63,7,0
1557,US,CAD,0,Weekday,Amex,Debit,1,0,31,7,0
7571,UK,CAD,8,Weekend,Visa,Debit,0,0,29,11,0
7481,Other,AUD,11,Weekday,Discover,Debit,1,0,55,7,0
9497,AU,AUD,22,Weekday,Amex,Credit,1,1,46,1,1
183,UK,USD,10,Weekend,Discover,Credit,0,0,31,1,0
7191,UK,GBP,12,Weekday,Amex,Debit,0,0,25,1,0
6688,CA,GBP,0,Weekday,MasterCard,Credit,1,0,66,6,0
5566,UK,AUD,18,Weekend,Visa,Credit,1,0,57,7,0
7242,Other,CAD,20,Weekday,Discover,Credit,1,1,57,9,1
7652,AU,GBP,3,Weekday,Amex,Credit,0,0,34,0,0
5576,CA,AUD,4,Weekday,Amex,Credit,0,0,60,7,0
1590,US,CAD,22,Weekend,MasterCard,Credit,1,0,56,10,0
9780,US,USD,16,Weekend,Visa,Credit,1,0,40,7,0
8852,AU,GBP,4,Weekday,Visa,Credit,1,1,24,4,0
160,US,USD,18,Weekend,Visa,Debit,1,0,29,2,0
6556,Other,CAD,2,Weekday,Amex,Credit,1,1,33,0,1
9204,UK,AUD,10,Weekend,Discover,Debit,0,0,30,3,0
8245,AU,USD,1,Weekend,Discover,Credit,0,0,64,6,0
6847,CA,AUD,21,Weekend,MasterCard,Debit,1,0,36,6,0
2308,UK,GBP,13,Weekday,Visa,Debit,1,0,20,12,0
1229,US,USD,5,Weekend,Discover,Credit,0,0,60,4,0
7227,US,GBP,18,Weekday,Amex,Debit,0,0,25,5,0
5591,CA,GBP,0,Weekday,Amex,Credit,1,0,57,12,0
6920,Other,GBP,6,Weekend,Visa,Credit,0,1,29,8,1
5586,CA,GBP,1,Weekday,MasterCard,Credit,1,0,48,6,0
9228,AU,GBP,23,Weekend,MasterCard,Credit,1,1,52,1,1
6047,CA,CAD,18,Weekday,Visa,Debit,1,0,37,1,0
4946,US,USD,0,Weekday,Amex,Credit,1,1,45,1,1
7928,Other,AUD,8,Weekday,MasterCard,Debit,1,1,19,10,1
7017,Other,AUD,20,Weekend,Amex,Debit,0,1,44,1,1
7759,CA,CAD,16,Weekday,Amex,Credit,1,0,20,4,0
5087,AU,AUD,9,Weekend,Discover,Debit,1,0,65,9,0
9457,US,AUD,5,Weekday,MasterCard,Debit,1,0,38,4,0
7162,UK,AUD,2,Weekday,Amex,Debit,1,0,68,7,0
1885,Other,USD,19,Weekday,Discover,Credit,1,1,69,4,1
1810,CA,AUD,23,Weekday,Amex,Debit,0,1,24,10,0
3168,AU,USD,14,Weekend,Visa,Credit,1,1,68,7,1
6353,AU,AUD,20,Weekday,MasterCard,Credit,1,0,50,5,0
9010,US,AUD,21,Weekday,Amex,Credit,1,0,62,9,0
6057,Other,USD,19,Weekday,MasterCard,Credit,0,0,63,3,0
2438,US,CAD,5,Weekday,Discover,Debit,1,0,50,9,0
6469,UK,AUD,2,Weekend,MasterCard,Debit,1,0,53,3,0
9081,UK,GBP,9,Weekday,Amex,Debit,0,0,34,2,0
5952,UK,GBP,11,Weekend,MasterCard,Credit,0,0,23,8,0
5277,AU,CAD,0,Weekday,Visa,Credit,1,0,69,10,0
8860,Other,GBP,21,Weekend,Visa,Credit,1,1,38,10,1
7819,US,USD,15,Weekend,Discover,Debit,1,0,55,11,0
4729,US,AUD,16,Weekday,Amex,Credit,0,0,51,10,0
2625,UK,AUD,9,Weekend,MasterCard,Debit,1,0,66,4,0
5739,Other,AUD,11,Weekday,Discover,Debit,1,0,65,7,0
4233,Other,AUD,18,Weekday,Discover,Credit,0,1,29,10,0
5794,CA,GBP,7,Weekend,Amex,Credit,1,0,29,10,0
4524,Other,GBP,22,Weekday,MasterCard,Debit,1,0,35,3,0
5572,Other,GBP,7,Weekday,Discover,Debit,1,0,65,2,0
9011,US,USD,9,Weekend,Discover,Credit,1,1,23,10,1
9299,Other,GBP,9,Weekday,Amex,Credit,0,1,30,5,1
2225,Other,GBP,17,Weekday,Amex,Credit,0,0,48,5,0
8390,US,AUD,9,Weekend,Discover,Credit,0,1,42,5,0
6092,Other,GBP,6,Weekend,MasterCard,Debit,0,0,65,1,0
8663,US,CAD,3,Weekday,Discover,Credit,1,0,41,5,0
6362,CA,CAD,0,Weekday,Visa,Debit,0,0,59,12,0
1949,AU,AUD,10,Weekend,Amex,Credit,1,0,28,4,0
7095,US,GBP,18,Weekday,Visa,Credit,1,1,50,4,1
6319,US,CAD,4,Weekend,MasterCard,Debit,1,0,38,2,0
3797,Other,CAD,7,Weekday,Amex,Credit,1,1,56,4,1
235,US,USD,1,Weekend,MasterCard,Debit,1,0,41,9,0
9121,UK,AUD,1,Weekday,Visa,Credit,0,0,66,0,0
3608,UK,CAD,23,Weekday,MasterCard,Debit,1,0,61,0,0
8044,CA,CAD,13,Weekend,Amex,Debit,1,0,69,6,0
523,US,AUD,8,Weekday,Visa,Debit,1,1,37,9,0
5905,Other,GBP,9,Weekend,Amex,Credit,0,0,64,6,0
4889,Other,AUD,12,Weekend,Visa,Debit,1,0,26,8,0
9822,AU,USD,0,Weekend,Discover,Debit,1,0,48,8,0
5833,CA,USD,13,Weekday,MasterCard,Credit,1,0,45,11,0
7123,Other,USD,1,Weekday,MasterCard,Debit,0,1,55,10,0
5843,AU,CAD,3,Weekend,Amex,Debit,1,0,22,11,0
1317,Other,GBP,18,Weekend,Discover,Credit,1,0,54,6,0
1125,AU,USD,0,Weekend,Amex,Credit,1,0,58,11,0
5622,UK,AUD,3,Weekday,Amex,Credit,1,0,51,9,0
5424,UK,USD,10,Weekend,Visa,Debit,1,0,27,8,0
2588,Other,CAD,12,Weekend,Discover,Debit,1,1,49,9,1
9216,CA,USD,17,Weekday,Visa,Debit,1,0,54,12,0
5673,US,GBP,9,Weekend,Amex,Credit,1,0,34,11,0
1379,CA,USD,4,Weekday,Visa,Credit,1,0,70,8,0
3375,CA,GBP,0,Weekend,Visa,Debit,0,0,53,2,0
1520,US,GBP,13,Weekend,MasterCard,Debit,1,0,53,3,0
5778,UK,AUD,15,Weekend,Discover,Credit,1,0,30,0,0
7936,UK,GBP,23,Weekday,MasterCard,Debit,0,0,37,12,0
6094,US,CAD,17,Weekday,Discover,Debit,1,1,68,1,0
8419,AU,CAD,2,Weekday,MasterCard,Credit,0,0,55,7,0
5356,CA,GBP,2,Weekend,Amex,Debit,0,0,36,8,0
4969,Other,GBP,3,Weekend,MasterCard,Credit,1,0,39,8,0
9084,UK,USD,6,Weekend,Discover,Debit,1,0,33,11,0
5575,Other,USD,12,Weekend,Discover,Debit,0,0,23,8,0
4073,US,AUD,8,Weekday,Discover,Debit,0,0,28,12,0
2258,Other,USD,2,Weekend,MasterCard,Debit,0,0,27,10,0
8589,Other,CAD,16,Weekend,Visa,Credit,0,0,48,12,0
4425,CA,USD,14,Weekday,MasterCard,Credit,0,0,35,0,0
3238,US,AUD,9,Weekend,Visa,Debit,1,0,49,10,0
3894,Other,AUD,14,Weekday,MasterCard,Debit,0,0,58,7,0
2006,UK,GBP,0,Weekend,Amex,Debit,0,0,59,4,0
2017,US,AUD,21,Weekday,Amex,Credit,1,0,64,2,0
9389,UK,GBP,20,Weekend,MasterCard,Debit,1,0,41,5,0
1773,AU,CAD,9,Weekday,MasterCard,Credit,0,0,63,3,0
8354,Other,CAD,6,Weekday,MasterCard,Credit,0,0,33,0,0
3977,US,USD,6,Weekend,Amex,Debit,0,0,46,2,0
1752,UK,AUD,2,Weekend,Visa,Credit,1,0,56,1,0
8968,Other,CAD,6,Weekday,Discover,Credit,0,1,42,11,1
7431,CA,GBP,8,Weekday,Visa,Credit,1,1,57,0,0
7171,UK,AUD,7,Weekend,MasterCard,Credit,0,0,42,11,0
6470,UK,AUD,2,Weekday,Amex,Credit,1,1,57,9,1
9132,AU,GBP,4,Weekend,Discover,Credit,1,0,62,8,0
3221,CA,AUD,12,Weekend,Visa,Credit,1,1,36,11,1
540,AU,AUD,12,Weekend,MasterCard,Credit,0,1,27,11,0
1462,CA,CAD,7,Weekend,Amex,Credit,0,1,18,10,0
5185,UK,GBP,17,Weekend,Amex,Credit,1,0,44,2,0
8548,AU,CAD,6,Weekend,Discover,Credit,1,0,39,11,0
235,Other,GBP,9,Weekday,Visa,Debit,1,0,45,10,0
1549,CA,USD,9,Weekend,Amex,Credit,1,0,65,0,0
7481,UK,AUD,22,Weekday,MasterCard,Debit,0,1,52,2,0
4214,US,AUD,10,Weekend,MasterCard,Debit,1,1,20,0,0
1674,CA,CAD,11,Weekend,Discover,Debit,0,1,55,0,0
6709,CA,AUD,12,Weekend,Visa,Debit,1,0,43,8,0
7983,Other,AUD,7,Weekday,Amex,Credit,1,0,61,0,0
2101,CA,CAD,16,Weekend,Discover,Credit,0,0,22,11,0
3749,CA,CAD,23,Weekend,Visa,Credit,1,0,65,4,0
3174,Other,GBP,13,Weekend,Visa,Debit,1,0,66,4,0
1816,Other,USD,16,Weekend,Amex,Credit,1,0,27,0,0
3842,AU,CAD,18,Weekday,Discover,Debit,1,0,24,12,0
8017,UK,GBP,15,Weekday,Discover,Debit,1,0,47,8,0
7012,UK,CAD,8,Weekend,Discover,Debit,1,0,42,4,0
4494,AU,GBP,19,Weekend,Discover,Debit,1,0,59,1,0
675,UK,USD,9,Weekday,Visa,Credit,1,0,51,10,0
8089,CA,GBP,8,Weekend,Discover,Debit,0,0,64,6,0
8579,AU,GBP,0,Weekday,Discover,Credit,0,0,38,12,0
2159,AU,AUD,23,Weekday,Amex,Credit,1,0,46,8,0
2662,UK,CAD,2,Weekday,MasterCard,Debit,1,1,34,10,0
2065,US,GBP,10,Weekday,Visa,Credit,0,0,53,10,0
3254,UK,CAD,6,Weekday,Amex,Debit,1,0,57,11,0
4980,US,GBP,17,Weekday,Amex,Debit,0,1,68,3,0
7704,AU,AUD,12,Weekday,Amex,Credit,1,0,38,4,0
8932,US,AUD,22,Weekend,Visa,Credit,1,0,51,11,0
1402,CA,USD,22,Weekday,MasterCard,Credit,0,0,70,8,0
3260,Other,GBP,17,Weekend,Visa,Credit,0,0,33,11,0
3924,US,AUD,15,Weekend,Discover,Credit,1,0,63,1,0
4215,Other,CAD,23,Weekend,MasterCard,Debit,1,1,61,4,1
3228,CA,GBP,15,Weekday,Visa,Credit,1,0,26,10,0
2746,Other,GBP,20,Weekday,Visa,Credit,1,0,61,5,0
6092,CA,USD,9,Weekday,Discover,Debit,1,0,20,2,0
3867,Other,CAD,8,Weekend,Visa,Debit,0,0,40,9,0
5819,Other,USD,7,Weekend,MasterCard,Debit,1,0,30,8,0
2223,UK,GBP,18,Weekend,Amex,Credit,1,0,55,10,0
2793,US,USD,2,Weekend,Visa,Debit,0,1,51,9,0
9890,Other,GBP,23,Weekday,Visa,Debit,0,0,47,7,0
4064,AU,GBP,8,Weekend,MasterCard,Debit,1,0,56,3,0
1525,UK,USD,1,Weekday,Visa,Credit,1,0,43,4,0
8225,US,USD,18,Weekend,Amex,Credit,0,0,49,7,0
6199,UK,GBP,7,Weekday,Discover,Debit,1,0,37,9,0
4026,US,USD,17,Weekend,Discover,Credit,1,0,63,9,0
2567,CA,USD,7,Weekday,Discover,Credit,0,0,55,11,0
2804,Other,GBP,4,Weekend,Amex,Credit,0,0,26,0,0
3710,AU,CAD,5,Weekday,Discover,Debit,1,1,56,7,0
6156,UK,USD,9,Weekday,MasterCard,Debit,1,0,68,5,0
720,UK,USD,14,Weekday,MasterCard,Debit,0,0,33,6,0
6517,UK,AUD,3,Weekend,Amex,Debit,0,0,62,3,0
4580,UK,CAD,2,Weekday,Amex,Debit,0,0,55,11,0
973,Other,USD,23,Weekday,Amex,Credit,0,0,21,10,0
3719,US,GBP,8,Weekday,MasterCard,Credit,0,0,29,5,0
7396,Other,AUD,15,Weekday,Amex,Debit,1,0,43,9,0
4403,CA,AUD,15,Weekday,Amex,Credit,1,0,70,9,0
4553,Other,AUD,14,Weekend,Discover,Debit,1,1,27,3,1
2208,Other,USD,23,Weekday,Amex,Credit,0,1,33,11,0
4427,CA,GBP,8,Weekend,Visa,Credit,1,0,18,9,0
6920,Other,AUD,16,Weekday,Discover,Debit,0,0,29,9,0
8836,US,CAD,20,Weekend,MasterCard,Debit,0,1,69,1,0
8387,AU,AUD,11,Weekend,MasterCard,Credit,1,0,68,0,0
8681,CA,AUD,22,Weekend,MasterCard,Credit,0,0,39,3,0
2205,UK,CAD,7,Weekend,Discover,Debit,0,1,46,11,0
5346,US,AUD,13,Weekend,MasterCard,Credit,1,0,36,6,0
3277,AU,AUD,17,Weekend,Discover,Debit,1,0,47,7,0
1103,US,CAD,11,Weekday,Discover,Debit,0,0,45,2,0
5244,US,USD,13,Weekday,Visa,Debit,0,0,38,2,0
6615,UK,CAD,19,Weekday,Visa,Credit,1,0,35,4,0
9434,AU,USD,22,Weekday,Visa,Debit,1,0,58,9,0
8708,US,USD,4,Weekend,Visa,Debit,1,0,41,9,0
5224,UK,USD,0,Weekend,Visa,Debit,1,0,43,6,0
8585,CA,CAD,12,Weekend,MasterCard,Debit,0,0,53,12,0
631,UK,CAD,13,Weekday,MasterCard,Credit,0,0,60,3,0
9172,Other,USD,1,Weekday,MasterCard,Debit,0,0,33,6,0
6684,UK,CAD,15,Weekend,Visa,Debit,0,0,69,1,0
278,UK,USD,4,Weekday,Amex,Credit,0,0,49,10,0
233,UK,CAD,21,Weekend,MasterCard,Debit,1,0,19,0,0
9745,US,GBP,0,Weekend,MasterCard,Debit,0,0,26,5,0
5691,AU,CAD,11,Weekday,Amex,Debit,0,0,35,3,0
7660,UK,CAD,18,Weekend,Visa,Debit,1,0,66,6,0
26,UK,CAD,21,Weekday,Discover,Credit,0,0,66,0,0
7469,Other,USD,21,Weekday,Amex,Credit,0,1,63,0,1
6411,Other,USD,22,Weekday,Amex,Credit,1,0,62,4,0
8653,CA,GBP,9,Weekday,MasterCard,Credit,0,1,36,0,0
3765,CA,GBP,11,Weekend,MasterCard,Credit,1,0,55,1,0
6600,Other,AUD,18,Weekend,Visa,Credit,1,0,29,12,0
5103,AU,GBP,15,Weekend,Discover,Debit,1,0,30,2,0
7007,CA,USD,16,Weekend,Discover,Credit,1,0,52,0,0
3484,AU,GBP,12,Weekday,Amex,Debit,0,0,65,7,0
1995,Other,GBP,6,Weekday,Visa,Debit,1,0,70,1,0
8683,CA,CAD,2,Weekend,Discover,Credit,0,1,27,1,0
1073,UK,GBP,4,Weekday,Amex,Debit,1,0,39,7,0
6708,Other,AUD,3,Weekday,MasterCard,Debit,1,1,27,6,1
216,CA,CAD,14,Weekend,Discover,Debit,1,0,67,2,0
7606,AU,USD,16,Weekend,Amex,Credit,1,1,52,12,1
9916,AU,AUD,11,Weekday,Discover,Debit,1,1,62,12,1
9785,CA,USD,22,Weekend,Visa,Credit,0,0,33,4,0
2607,AU,AUD,13,Weekday,Amex,Credit,1,0,53,2,0
8351,CA,CAD,3,Weekday,Visa,Debit,1,0,28,10,0
4782,CA,AUD,16,Weekend,Amex,Credit,1,0,34,10,0
3314,AU,AUD,10,Weekend,MasterCard,Debit,1,0,42,4,0
9969,US,GBP,5,Weekend,Discover,Credit,1,0,18,8,0
7764,UK,USD,3,Weekday,MasterCard,Credit,1,0,29,2,0
5940,Other,CAD,12,Weekend,Visa,Credit,1,0,20,10,0
2296,UK,AUD,19,Weekend,Discover,Credit,0,0,68,12,0
5686,Other,USD,14,Weekend,MasterCard,Debit,1,0,26,2,0
1697,Other,USD,17,Weekend,Amex,Credit,0,0,36,0,0
1947,UK,GBP,16,Weekday,Amex,Debit,1,0,36,4,0
2784,CA,USD,18,Weekend,MasterCard,Debit,1,0,67,2,0
3645,AU,CAD,9,Weekday,Discover,Debit,0,0,37,2,0
5242,US,GBP,4,Weekend,Visa,Debit,1,0,28,11,0
6421,US,AUD,11,Weekend,Amex,Credit,0,0,41,3,0
7558,US,CAD,14,Weekend,Visa,Credit,0,0,39,1,0
2646,UK,CAD,22,Weekday,Discover,Debit,1,0,18,1,0
6590,UK,CAD,3,Weekend,Discover,Debit,1,0,70,7,0
6354,CA,GBP,7,Weekend,Amex,Debit,1,0,61,2,0
1933,US,USD,19,Weekend,Visa,Credit,0,0,60,3,0
1758,CA,CAD,21,Weekday,Discover,Credit,1,0,27,1,0
5086,US,USD,16,Weekend,Visa,Debit,0,0,28,4,0
5638,UK,USD,5,Weekend,Amex,Credit,0,0,25,11,0
1117,AU,CAD,15,Weekday,Amex,Credit,1,0,34,8,0
493,AU,USD,4,Weekday,Discover,Credit,0,0,23,8,0
8812,AU,GBP,13,Weekday,Discover,Credit,0,0,24,7,0
7889,AU,GBP,1,Weekday,Visa,Debit,1,0,48,8,0
6475,Other,AUD,16,Weekend,Discover,Credit,1,0,54,8,0
9739,US,USD,5,Weekend,Amex,Debit,1,0,21,11,0
4959,AU,USD,10,Weekday,Discover,Debit,1,0,24,12,0
9798,Other,AUD,1,Weekday,MasterCard,Credit,0,0,33,8,0
9468,Other,GBP,0,Weekday,Amex,Debit,1,1,42,12,1
2744,Other,AUD,4,Weekday,Visa,Credit,1,0,53,9,0
7867,CA,AUD,7,Weekend,Discover,Credit,1,0,52,1,0
7161,CA,AUD,3,Weekday,Discover,Debit,1,1,31,2,0
5452,Other,USD,18,Weekday,Amex,Debit,1,0,53,3,0
5259,AU,USD,4,Weekend,Amex,Credit,1,1,70,0,1
8549,US,USD,4,Weekend,Visa,Debit,1,1,26,12,0
7187,UK,USD,23,Weekday,Amex,Debit,1,0,28,12,0
6103,CA,CAD,15,Weekday,Visa,Credit,1,0,18,5,0
9062,AU,AUD,21,Weekday,Discover,Credit,0,1,26,11,0
9078,AU,AUD,17,Weekend,Visa,Debit,0,0,42,1,0
9476,UK,USD,10,Weekend,Visa,Debit,0,0,57,3,0
620,UK,GBP,16,Weekend,Visa,Credit,1,1,32,4,0
883,AU,CAD,2,Weekday,Discover,Credit,1,0,41,3,0
8989,UK,CAD,17,Weekday,MasterCard,Credit,1,0,25,5,0
3643,AU,GBP,3,Weekend,MasterCard,Credit,0,0,69,9,0
1297,UK,USD,18,Weekend,Visa,Debit,0,0,46,9,0
8437,UK,CAD,8,Weekend,Amex,Credit,0,1,24,5,1
2896,AU,CAD,4,Weekday,MasterCard,Credit,0,0,63,8,0
6594,Other,AUD,3,Weekend,Discover,Credit,0,1,35,8,1
930,AU,AUD,15,Weekend,Visa,Credit,1,0,20,0,0
5367,US,USD,9,Weekend,MasterCard,Credit,1,0,64,9,0
8712,UK,USD,8,Weekday,Discover,Credit,0,0,41,7,0
3213,CA,AUD,15,Weekend,Visa,Credit,0,0,37,4,0
2410,UK,AUD,19,Weekday,MasterCard,Debit,1,0,48,0,0
8200,US,AUD,21,Weekday,Visa,Credit,0,0,43,11,0
3424,CA,GBP,16,Weekday,MasterCard,Credit,1,0,55,4,0
6977,CA,CAD,17,Weekend,MasterCard,Debit,0,1,64,5,0
7595,AU,USD,14,Weekday,Amex,Debit,1,0,63,6,0
5159,Other,USD,19,Weekend,MasterCard,Debit,1,0,60,2,0
3668,AU,GBP,8,Weekday,Amex,Debit,1,1,25,8,0
5974,CA,AUD,5,Weekday,Discover,Credit,1,1,49,2,1
6237,CA,CAD,5,Weekday,MasterCard,Debit,0,1,25,0,0
8278,Other,AUD,10,Weekend,Visa,Debit,1,0,22,12,0
2469,UK,USD,19,Weekend,Amex,Debit,0,0,33,2,0
6218,Other,GBP,2,Weekend,MasterCard,Credit,1,0,44,6,0
3620,AU,CAD,22,Weekend,Amex,Credit,0,0,56,9,0
1637,UK,CAD,11,Weekday,Visa,Credit,1,0,18,0,0
8156,AU,CAD,14,Weekday,Visa,Debit,0,0,22,3,0
3584,Other,CAD,6,Weekday,Visa,Credit,0,0,20,6,0
4010,UK,GBP,21,Weekday,Discover,Credit,1,1,62,10,0
3327,Other,USD,17,Weekday,Discover,Credit,1,0,69,11,0
8149,US,CAD,21,Weekend,Visa,Debit,0,0,34,2,0
2218,CA,CAD,14,Weekday,Discover,Credit,0,1,50,6,0
4968,UK,USD,7,Weekend,Discover,Credit,0,0,36,12,0
2370,CA,AUD,21,Weekend,Discover,Debit,0,0,21,3,0
3639,US,CAD,8,Weekend,Discover,Credit,0,0,30,6,0
9136,UK,CAD,14,Weekday,Discover,Debit,1,0,68,8,0
5723,CA,AUD,15,Weekend,Discover,Credit,0,0,67,9,0
4445,CA,USD,19,Weekend,Visa,Debit,0,0,60,4,0
7619,UK,USD,2,Weekend,Discover,Credit,1,1,43,2,0
3948,CA,CAD,4,Weekend,Discover,Debit,1,0,58,0,0
1677,CA,USD,2,Weekday,Amex,Debit,1,1,48,2,0
1197,UK,AUD,1,Weekday,Amex,Debit,0,0,52,3,0
2788,CA,GBP,1,Weekday,Discover,Debit,1,0,33,11,0
7433,CA,AUD,3,Weekend,MasterCard,Credit,1,1,41,1,0
9654,AU,AUD,2,Weekend,MasterCard,Debit,1,0,70,3,0
7928,AU,GBP,8,Weekday,Discover,Debit,1,0,47,4,0
3319,US,AUD,22,Weekday,Visa,Credit,0,0,34,7,0
8859,AU,CAD,21,Weekend,Visa,Debit,0,0,30,10,0
6690,AU,CAD,11,Weekend,Amex,Debit,1,0,55,10,0
2177,US,USD,23,Weekday,Visa,Debit,1,0,24,12,0
3744,CA,USD,8,Weekday,Visa,Credit,1,0,26,11,0
8793,CA,AUD,18,Weekend,Visa,Credit,1,0,38,11,0
4423,AU,CAD,11,Weekday,Discover,Credit,1,1,47,4,1
3825,US,CAD,15,Weekday,Discover,Credit,1,0,54,1,0
9172,CA,GBP,22,Weekend,MasterCard,Debit,1,1,54,0,1
2452,Other,USD,0,Weekday,Amex,Debit,0,0,39,8,0
629,UK,CAD,9,Weekday,MasterCard,Credit,1,0,64,3,0
9822,UK,AUD,22,Weekend,Visa,Debit,1,0,48,8,0
7779,UK,CAD,9,Weekday,Visa,Credit,0,0,21,8,0
3697,AU,USD,3,Weekend,MasterCard,Debit,0,0,27,0,0
3675,UK,AUD,10,Weekday,MasterCard,Credit,1,0,47,11,0
3930,UK,USD,21,Weekday,Discover,Credit,0,0,47,6,0
2766,Other,CAD,10,Weekend,Discover,Credit,1,0,58,10,0
4370,CA,CAD,10,Weekday,Amex,Credit,0,0,24,11,0
8308,Other,CAD,21,Weekday,Discover,Debit,1,1,32,11,1
4957,AU,USD,5,Weekend,Visa,Credit,1,0,36,5,0
693,UK,AUD,14,Weekend,Visa,Credit,1,0,27,1,0
3163,CA,CAD,1,Weekday,MasterCard,Debit,1,1,56,9,0
1106,UK,CAD,20,Weekday,Amex,Credit,1,0,44,3,0
3009,UK,CAD,22,Weekday,Discover,Credit,1,0,20,4,0
2162,AU,GBP,21,Weekend,Amex,Debit,1,1,52,4,1
8346,UK,GBP,2,Weekday,Visa,Debit,1,0,69,6,0
3700,US,AUD,4,Weekday,Visa,Credit,1,0,35,9,0
3787,CA,USD,23,Weekend,Discover,Debit,1,0,41,1,0
9257,CA,CAD,10,Weekend,Discover,Credit,0,0,30,2,0
4201,US,CAD,20,Weekend,Discover,Credit,1,0,61,1,0
1914,AU,USD,11,Weekend,MasterCard,Debit,1,0,34,6,0
9409,UK,USD,2,Weekday,Visa,Credit,1,0,34,6,0
5521,UK,AUD,8,Weekday,MasterCard,Debit,0,0,28,8,0
1773,CA,USD,2,Weekday,Visa,Debit,0,1,34,3,0
2781,AU,CAD,1,Weekend,Discover,Debit,0,1,69,3,0
7424,AU,AUD,5,Weekday,Visa,Credit,1,1,66,5,1
2872,AU,GBP,23,Weekday,Visa,Credit,0,0,36,11,0
661,UK,AUD,5,Weekday,Amex,Debit,1,0,24,2,0
6243,AU,AUD,16,Weekend,Visa,Debit,1,0,36,2,0
1133,US,AUD,7,Weekday,Visa,Debit,1,0,51,8,0
700,Other,USD,0,Weekday,Amex,Debit,1,0,46,6,0
7471,AU,CAD,7,Weekend,Discover,Credit,1,1,47,11,1
6298,Other,USD,21,Weekday,Amex,Credit,0,0,59,8,0
7813,UK,CAD,14,Weekend,Discover,Debit,0,1,46,1,0
4558,AU,USD,17,Weekend,Discover,Credit,1,0,55,3,0
2180,CA,AUD,12,Weekday,Discover,Debit,0,0,65,7,0
9066,UK,CAD,7,Weekend,Visa,Debit,0,0,25,8,0
8276,US,USD,19,Weekend,Amex,Credit,0,0,21,2,0
1423,US,AUD,17,Weekend,Amex,Debit,1,0,45,7,0
3181,Other,GBP,12,Weekday,Amex,Debit,1,0,69,7,0
4317,Other,USD,13,Weekend,Amex,Credit,0,0,28,2,0
6697,CA,USD,14,Weekday,MasterCard,Debit,1,0,35,10,0
9584,CA,GBP,5,Weekday,Visa,Debit,1,0,38,7,0
615,US,USD,0,Weekend,MasterCard,Credit,1,1,64,5,0
